alpha,alfa,1.0
_m,_em,1.0
blocks,blocs,1.0
mail,male,1.0
plane,plain,1.0
hairy,harry,1.0
week,weak,1.0
_res,_raise,1.0
mock,mach,1.0
pairs,pears,1.0
xi,shi,1.0
i,eye,1.0
labelled,labeled,1.0
ary,airy,1.0
uri,ury,1.0
pae,pie,1.0
all,aul,1.0
pol,paul,1.0
er,or,1.0
color,colour,1.0
rho,roe,1.0
klass,class,1.0
je,ji,1.0
hi,hy,1.0
warn,worn,1.0
du,de,1.0
_x,_ex,1.0
au,oh,1.0
ur,er,1.0
fone,phone,1.0
ur,or,1.0
when,win,1.0
roles,rolls,1.0
cell,sel,1.0
sink,sync,1.0
row,rho,1.0
pair,pear,1.0
_right,_write,1.0
past,passed,1.0
sum,some,1.0
coo,qu,1.0
read,red,1.0
cid,syd,1.0
poll,pole,1.0
els,ells,1.0
g,ji,1.0
g,je,1.0
cy,psi,1.0
darr,derr,1.0
high,hy,1.0
weight,wait,1.0
two,tue,1.0
root,route,1.0
ln,lane,1.0
pi,pae,1.0
sign,sine,1.0
core,corr,1.0
ya,ja,1.0
picks,pix,1.0
roll,role,1.0
right,write,1.0
lb,pound,1.0
seen,scene,1.0
back,bak,1.0
citing,sighting,1.0
ares,ours,1.0
cur,ker,1.0
sid,syd,1.0
sym,sim,1.0
row,roe,1.0
by,bi,1.0
cy,sy,1.0
cid,sid,1.0
carrot,carat,1.0
ay,ae,1.0
aux,oh,1.0
new,gnu,1.0
syms,sims,1.0
which,witch,1.0
key,qi,1.0
_l,_ell,1.0
psi,sy,1.0
peak,peek,1.0
probabilities,probability,0.9655172413793104
__floordiv__,__rfloordiv__,0.962962962962963
__floordiv__,__ifloordiv__,0.962962962962963
complexities,complexity,0.96
decoration,declaration,0.96
__truediv__,__itruediv__,0.96
covariance_,covariances_,0.96
__rtruediv__,__truediv__,0.96
similarities,similarity,0.96
__rdivmod__,__divmod__,0.9565217391304348
intercept_,intercepts_,0.9565217391304348
__rmatmul__,__matmul__,0.9565217391304348
__matmul__,__imatmul__,0.9565217391304348
impurities,impurity,0.9565217391304348
formatters_,formatter_,0.9565217391304348
simplified,simplify,0.9565217391304348
__rlshift__,__lshift__,0.9565217391304348
__rshift__,__irshift__,0.9565217391304348
application,allocation,0.9565217391304348
__rrshift__,__rshift__,0.9565217391304348
__rshift__,__rlshift__,0.9565217391304348
dependencies,dependency,0.9565217391304348
__lshift__,__ilshift__,0.9565217391304348
disparities,disparity,0.9523809523809523
l1_ratios_,l1_ratio_,0.9523809523809523
criterion,criteria,0.9523809523809523
dual_gaps_,dual_gap_,0.9523809523809523
directory,directories,0.9523809523809523
frequencies,frequency,0.9523809523809523
categories,category,0.9523809523809523
libraries,library,0.9523809523809523
strategy,strategies,0.9473684210526316
contact,contract,0.9473684210526316
binary,binaries,0.9473684210526316
accuracy,accuracies,0.9473684210526316
property,properties,0.9473684210526316
company,companies,0.9473684210526316
velocity,velocities,0.9473684210526316
efficiency,deficiency,0.9473684210526316
boundary,boundaries,0.9473684210526316
objective,subjective,0.9473684210526316
__xor__,__ixor__,0.9411764705882353
__ixor__,__ior__,0.9411764705882353
__mul__,__imul__,0.9411764705882353
__ror__,__rxor__,0.9411764705882353
qualities,quality,0.9411764705882353
display,displace,0.9411764705882353
variance,variants,0.9411764705882353
__init__,__int__,0.9411764705882353
penalty,penalties,0.9411764705882353
__rdiv__,__div__,0.9411764705882353
__rxor__,__xor__,0.9411764705882353
_2d_test_function,_1d_test_function,0.9411764705882353
__mul__,__rmul__,0.9411764705882353
maximum,maxima,0.9411764705882353
labels_,label_,0.9411764705882353
n_iter_,n_iters_,0.9411764705882353
bases,braces,0.9333333333333333
annual,manual,0.9333333333333333
abound,unbound,0.9333333333333333
policy,policies,0.9333333333333333
energy,energies,0.9333333333333333
optima,optimum,0.9333333333333333
country,countries,0.9333333333333333
frozen,rosen,0.9333333333333333
family,families,0.9333333333333333
summary,summaries,0.9333333333333333
sections,sessions,0.9333333333333333
centered,centre,0.9333333333333333
centers,senders,0.9333333333333333
centre,senator,0.9333333333333333
__eq__,__req__,0.9333333333333333
proxy,proxies,0.9333333333333333
homogenized,_homogenize,0.9285714285714286
transformers_,_transformers,0.9285714285714286
organization,organisation,0.9285714285714286
orientations,_orientation,0.9285714285714286
__rfloordiv__,__ifloordiv__,0.9285714285714286
spherical_yn_,spherical_jn_,0.9285714285714286
_32bit_integer_dense_example,_64bit_integer_dense_example,0.9285714285714286
estimators,_estimator,0.9230769230769231
